devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
O,64024F,Paraglider,Micky R,1ea,Y,Y,6
O,640250,Paraglider,dibbers,54a,Y,Y,6
O,640251,Paraglider,Foxer,053,Y,Y,6
O,640252,Paraglider,SQ3PAI,dd3,Y,Y,6
O,640253,Paraglider,Yorkey,78a,Y,Y,6
F,640254,Paraglider,933,3ef,Y,Y,6
O,640255,Paraglider,Jorge D,b01,Y,Y,6
O,640256,Paraglider,Air3,053,Y,Y,6
O,640257,Paraglider,Air 3,053,Y,Y,6
O,640258,Paraglider,Cedric,4d3,Y,Y,6
O,640259,Ultralight,D-MXGK,,Y,Y,3
O,64025A,Paraglider,PARA-WM,RED,Y,Y,6
O,64025B,Paraglider,Nima11,b46,Y,Y,6
O,64025C,Paraglider,j333p,48d,Y,Y,6
O,64025D,,,,Y,N,6
O,64025E,Paraglider,Pjga,053,Y,Y,6
O,64025F,Paraglider,Wox,6c7,Y,Y,6
O,640260,Paraglider,PG Szab,528,Y,Y,6
O,640261,Paraglider,roberto,49f,Y,Y,6
O,640262,Paraglider,RalfE,076,Y,Y,6
O,640263,Paraglider,xcflyer,002,Y,Y,6
F,640264,Paraglider,D-NHVX,952,Y,Y,6
O,640265,Paraglider,D-MSNA,59c,Y,Y,6
O,640266,Paraglider,Airwolf,a13,Y,Y,6
O,640267,Paraglider,DSCIAN,627,Y,Y,6
O,640268,Paraglider,56726,d2f,Y,Y,6
O,640269,Paraglider,32180,321,Y,Y,6
O,64026A,Paraglider,62,70f,Y,Y,6
O,64026B,Paraglider,BMorel,a39,Y,Y,6
O,64026C,Paraglider,FB1,954,Y,Y,6
O,64026D,Paraglider,Bryan S,e54,Y,Y,6
O,64026E,Paraglider,Oli,0d5,Y,Y,6
O,64026F,Paraglider,MediaT3,11b,Y,Y,6
O,640270,Paraglider,MickyG,68a,Y,Y,6
O,640271,Paraglider,KarJu,249,Y,Y,6
O,640272,Paraglider,Mentor5,9ac,Y,Y,6
O,640273,Paraglider,Andy_M,954,Y,Y,6
O,640274,HangGlider,Dms 71,760,Y,Y,6
O,640275,Paraglider,DN,ef2,Y,Y,6
O,640276,Paraglider,Baboldi,954,Y,Y,6
O,640277,HangGlider,Dms71,954,Y,Y,6
O,640278,Paraglider,BKO,4ae,Y,Y,6
F,640279,Paraglider,MilkoTh,Tho,Y,Y,6
O,64027A,Paraglider,,ba4,Y,Y,6
F,64027B,Paraglider,,8c6,Y,Y,6
O,64027C,Paraglider,Air3,5c2,Y,Y,6
O,64027D,Paraglider,EGAR,e39,Y,Y,6
F,64027E,Paraglider,D-MPHJ,3b2,Y,Y,6
O,64027F,Paraglider,AnMo72,984,Y,Y,6
O,640280,Paraglider,MM-MERU,954,Y,Y,6
O,640281,,,,N,N,1
O,640282,Paraglider,BrunoD,019,Y,Y,6
O,640283,Paraglider,TillJ,8a8,Y,Y,6
O,640284,Paraglider,Beat W,482,Y,Y,6
O,640285,Paraglider,Benny B,7b2,Y,Y,6
O,640286,Paraglider,4251AC,389,Y,Y,6
O,640287,Paraglider,OO-TBC0,954,Y,Y,6
O,640288,Paraglider,,858,Y,Y,6
O,640289,Paraglider,SOruc,203,Y,Y,6
O,64028A,Paraglider,GiT,b4d,Y,Y,6
O,64028B,Paraglider,AlainP,319,Y,Y,6
O,64028C,Paraglider,Sonic1,fce,Y,Y,6
O,64028D,Paraglider,Jenny,7f2,Y,Y,6
O,64028E,,,,N,N,6
O,64028F,Paraglider,Shirty,956,Y,Y,6
O,640290,Paraglider,Air3,d77,Y,Y,6
F,640291,Paraglider,Ben,592,Y,Y,6
O,640292,Paraglider,Air3,9df,Y,Y,6
O,640293,Paraglider,Ylmaz,954,Y,Y,6
O,640294,Paraglider,Ylmaz,954,Y,Y,6
O,640295,Paraglider,Janne J,fd1,Y,Y,6
O,640296,Paraglider,,193,Y,Y,6
O,640297,Paraglider,Lu,2c4,Y,Y,6
O,640298,HangGlider,MehdiS,81a,Y,Y,6
O,640299,Paraglider,Air3,954,Y,Y,6
