#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,COUNTRY
F,3FEEA0,REMOS,M-WLG,LG,Y,Y,Isle of Man
F,D00A75,Astir CS,EC-HLG,LG,Y,Y,Spain
F,DDF0A9,ASH 31Mi,D-KCLG,LG,N,Y,Germany
I,3ECD6E,Stemme S10 VT,N177SG,LG,N,Y,United States
F,3E5D25,Arcus M,D-KBLG,LG,Y,Y,Germany
F,DDF016,DG-500 Elan Trainer,F-CILG,LG,Y,Y,France
F,DD8381,LS-4,LN-GLG,LG,Y,Y,Norway
F,DF033B,Discus CS,C-GRLG,LG,Y,Y,Canada
F,DF1626,ASW 19B,D-8219,LG,Y,Y,Germany
F,D01F26,LS1-f neo,D-2732,LG,Y,Y,Germany
F,DDDF3F,ASH 31Mi,D-KCLG,LG,Y,Y,Germany
F,DDB1E6,Mini Nimbus,D-4818,LG,N,Y,Germany
I,39A57B,DG-500,F-CILG,LG,Y,Y,France
F,DD9868,RF 4,D-KALG,LG,Y,Y,Germany
I,C06253,KR-03 Puchatek,C-GLGC,LGC,Y,Y,Canada
F,3E67A5,Ventus CM,D-KELH,LH,Y,Y,Germany
F,DD98E8,Ventus cM,D-KKLH,LH,Y,Y,Germany
F,DD84DB,SZD-51 Junior,D-2105,LH,Y,Y,Germany
F,DDEA05,Ventus 2 cxM,D-KBLH,LH,Y,Y,Germany
I,7C3CC8,RV-7,VH-MAI,LH,Y,Y,Australia
F,DD928E,Bergfalke III,D-9430,LH,Y,Y,Germany
F,DD9F56,ASW-20,OY-XLH,LH,Y,Y,Denmark
I,A0B380,Std. Libelle 201B,C-FCGH,LH,Y,Y,Canada
F,DDEA1E,Ventus 2cxM,D-KDLH,LH,Y,Y,Germany
F,DDEF7C,ASH-31 Mi,OK-0130,LH,Y,Y,Czech Republic
F,DD9633,Jantar 2B,HA-4430,LH,Y,Y,Hungary
I,7C15BA,HK36,VH-EKS,LH,Y,Y,Australia
F,DDFE5E,Mini Nimbus,D-9855,LH,N,Y,Germany
F,3D5E15,Arcus M,D-KALH,LH,Y,Y,Germany
F,3E5D15,Arcus M,D-KALH,LH,Y,Y,Germany
F,DDEA56,Ventus b,D-6055,LH,Y,Y,Germany
I,3E5FB9,ASH 31 Mi,D-KFVF,LH,N,Y,Germany
F,DDB3B8,Junior,D-2105,LH,N,Y,Germany
I,49B053,ASH-31 Mi,OK-0130,LH,Y,Y,Czech Republic
F,3E777D,Ventus cM,D-KKLH,LH,Y,Y,Germany
F,DD85BC,LS-4,D-8091,LI,Y,Y,Germany
I,A20845,Duo Discus XLT,N23YG,LI,Y,Y,United States
F,DDDB03,DG-500,SE-ULI,LI,Y,Y,Sweden
F,DDB49C,LS-4,D-8091,LI,N,Y,Germany
F,DF15B2,PIK-30,F-CFPG,LI,Y,Y,France
F,DD84E2,Std. Cirrus,D-3005,LI,Y,Y,Germany
F,DDBF40,Duo Discus,D-9149,LI,Y,Y,Germany
F,DDA9DC,ASTIR CS,D-4925,LI,Y,Y,Germany
I,4B485C,LibelleStd.,HB-949,LI,Y,Y,Switzerland
F,DDAEC7,Libelle,D-1950,LIB,N,Y,Germany
F,DDFDBB,ASK21,D-5810,LIF,Y,Y,Germany
F,979284,UFO,UFO,LII,Y,Y,Unknown
F,DF0862,Ground Station,LILC2,LILC,N,Y,Unknown
F,3EEEC8,Duo Discus xl,D-3633,LIT,Y,Y,Germany
F,D001D2,DG400,D-KEKF,LJ,Y,Y,Germany
I,49B0A4,Ventus c,OK-2807,LJ,Y,Y,Czech Republic
F,D014D0,LS3,VH-DLJ,LJ,Y,Y,Australia
F,DDEC0C,DG-300,OE-5458,LJ,Y,Y,Austria
F,D018EE,SZD-48-3 Jantar Std 3,D-9650,LJ,Y,Y,Germany
F,405388,LS6c-18w,G-LSVI,LJ,Y,Y,United Kingdom
F,D00A45,PA-18,OY-ALJ,LJ,Y,Y,Denmark
I,4066EC,ASH-25 MI,G-CLJE,LJE,Y,Y,United Kingdom
F,DDE257,Junior,G-CLJK,LJK,N,Y,United Kingdom
F,DDEAFF,ASH-31 Mi,G-CLJZ,LJZ,Y,Y,United Kingdom
F,DDDF6B,DG-800,D-KWBE,LK,N,Y,Germany
F,DDBC3F,DG-800,D-KWBE,LK,N,Y,Germany
F,DDD252,PIK-20 D,D-2913,LK,N,Y,Germany
F,D00278,Mini Nimbus C,SP-4157,LK,Y,Y,Poland
F,DDBFD3,LS-4,OY-XLK,LK,N,Y,Denmark
I,3EE2F1,DG303,D-0602,LK,Y,Y,Germany
F,DF204E,DG303,D-0602,LK,Y,Y,Germany
F,DDDBFE,Pegase,F-CHLK,LK,Y,Y,France
F,465BA0,LS8-st 18,OH-976,LK,Y,Y,Unknown
F,DDDB1F,Eurostar EV-97,SE-VLK,LK,Y,Y,Sweden
F,4864CA,LS7 neo,PH-1668,LK,Y,Y,Netherlands
F,4067AF,DG-300,G-CHME,LKA,Y,Y,United Kingdom
F,DD8E53,Experimental,OM-LKL,LKL,N,Y,Slovakia
F,C80872,Glider,ZK-GLL,LL,Y,Y,New Zealand
I,3ECF45,DG-800B,D-KTLL,LL,Y,Y,Germany
F,D01EF5,DG 808B,D-KNHW,LL,Y,Y,Germany
F,DD010D,ASW 24 WL,D-XXXX,LL,Y,Y,Germany
F,DDD21D,Pegase,OM-8449,LL,Y,Y,Slovakia
F,DDB3B3,ASW-24,D-3765,LL,N,Y,Germany
F,DDEA89,ASH-31 Mi,D-KRLL,LL,Y,Y,Germany
F,DDD323,ASW19,D-3327,LL,Y,Y,Germany
F,DDA78F,LS4,D-1042,LL,Y,Y,Germany
F,403F73,Europa,G-FELL,LL,Y,Y,United Kingdom
I,4845F2,Nimbus 4DM,PH-1262,LL,Y,Y,Netherlands
I,4B4E8E,VENTUS-3F,HB-2535,LL,Y,Y,Switzerland
F,DDE97C,DG800,D-KCLL,LL,Y,Y,Germany
F,A24694,Ventus,N246D,LL,Y,Y,United States
F,DDA961,LS6b,D-5571,LL,Y,Y,Germany
F,DDDD2E,LS-1 f,D-2760,LL,Y,Y,Germany
F,DD87CB,LS4 neo,D-5256,LL,Y,Y,Germany
F,3F075F,ASW28,D-9928,LL,Y,Y,Germany
F,A0772B,ASG-29,N129WX,LL,Y,Y,United States
F,DDFA7C,ASW-24,D-KCBO,LL,N,Y,Germany
F,DDEE78,ASH_25,F-CGKU,LL,Y,Y,France
I,C042CE,Discus,C-FZHT,LL,N,Y,Canada
I,001062,ASG-32mi,N251LL,LL,Y,Y,United States
F,DD8F2D,Jodel D113,05HS,LL,N,Y,Unknown
I,49B0B9,ASW 20,OK-0605,LL,Y,Y,Czech Republic
I,3D3AA1,DA20 Katana,D-EULL,LL,N,Y,Germany
I,3ECCA1,Arcus T,D-KSLL,LL,Y,Y,Germany
I,4069C6,Glasfluegel 304S,G-CLLH,LLH,Y,Y,United Kingdom
F,7C23E2,ASW2818e,LLK,LLK,Y,Y,Unknown
I,406A13,ASG-29E,G-CLLL,LLL,Y,Y,United Kingdom
I,1CB87E,Zlín 226,OM-LLV,LLV,Y,Y,Slovakia
F,DDAEE9,ASW-19,D-7559,LM,N,Y,Germany
I,F72785,ASW-19,D-7559,LM,N,Y,Germany
F,DF02DF,LAK-17 AT,F-CILM,LM,Y,Y,France
F,DDBC86,Discus b,D-9363,LM,Y,Y,Germany
F,404F97,Ventus bT,G-KHCC,LM,Y,Y,United Kingdom
F,3FF3C5,Ultraleicht,D-MBLM,LM,Y,Y,Germany
F,DF2301,ASG29e,D-KOLM,LM,Y,Y,Germany
F,D0013C,Glider,D-KLMD,LM,Y,Y,Germany
I,ACB569,ASG-29,N918LM,LM,Y,Y,United States
F,D001DC,DG-1000S,D-9990,LM,Y,Y,Germany
F,DDD290,LS-6 18W,S5-3106,LM,Y,Y,Unknown
F,DD83A5,DG-500,D-0213,LM,Y,Y,Germany
I,E32E78,Glider,N304CZ,LM,Y,Y,United States
F,DDF0DB,Std. Cirrus,-,LM,Y,Y,Unknown
F,DDBAF1,Ventus 2ct,G-CLME,LME,N,Y,United Kingdom
I,48514D,Std Libelle H-201B WL,PH-1548,LN,Y,Y,Netherlands
F,D01D8E,ASW20,OY-XLN,LN,Y,Y,Denmark
I,4AD18E,Bergfalke IV,SE-TLN,LN,Y,Y,Sweden
I,3E5FBF,Motorglider,D-KBLN,LN,Y,Y,Germany
F,DD84D2,DG-300,OK-1844,LN,Y,Y,Czech Republic
F,DDDB00,Bergfalke IV,SE-TLN,LN,Y,Y,Sweden
F,DDEF81,ASH25Mi,D-KRLD,LN,Y,Y,Germany
F,D000FD,ASW-20,OY-XLN,LN,Y,Y,Denmark
F,D001C8,Antares 20/21 E,D-KLDR,LN,Y,Y,Germany
F,DDDFF1,Duo Discus XLT,F-CPLN,LN,Y,Y,France
F,DDBB11,DG-800,G-KRWR,LNA,N,Y,United Kingdom
I,406BE8,ASG29,G-CLNG,LNG,Y,Y,United Kingdom
F,1BD974,Z-226,OK-LNN,LNN,Y,Y,Czech Republic
I,4B4D45,Ventus ct,HB-2206,LO,Y,Y,Switzerland
F,DDEDDD,Ventus 2,D-KFIM,LO,Y,Y,Germany
F,DD8226,Ventus ct,HB-2206,LO,N,Y,Switzerland
F,3EEFD5,Discus 2b,D-3902,LO,Y,Y,Germany
F,3EDC7C,Ventus2 cM,D-KYLO,LO,Y,Y,Germany
F,DDD2A9,SZD-55-1,OH-845,LO,Y,Y,Unknown
F,DF00FC,glider,N270AS,LO,Y,Y,United States
F,3FF801,Bristell,D-MALO,LO,N,Y,Germany
I,3E77CF,ASG 32 Mi,D-KKOL,LO,Y,Y,Germany
I,3FEF8F,Breezer,D-MILO,LO,Y,Y,Germany
F,406CE0,ASK 13,G-CLOC,LOC,Y,Y,United Kingdom
F,DD89AB,PIK-20 B,4X-GES,LOL,Y,Y,Unknown
F,484C63,ASH-25E,PH-1455,LOL,Y,Y,Netherlands
F,406D65,HPH 304SJ Shark,G-DLOT,LOT,Y,Y,United Kingdom
F,121800,Apis MC,SE-RAPHIEL,LOT328,Y,Y,Sweden
I,406E2D,ASK-21,G-CLOV,LOV,Y,Y,United Kingdom
I,3E65BD,Ventus 2CM,D-KDSN,LP,Y,Y,Germany
F,DD8221,Std. Cirrus,PH-465,LP,N,Y,Netherlands
F,DDEA45,Ventus 2cM,D-KDSN,LP,Y,Y,Germany
F,484AAA,Standard Cirrus,PH-465,LP,Y,Y,Netherlands
F,D00D45,Ventus 2cxT,D-KQAS,LP,Y,Y,Germany
I,A7C791,DG600/17,N600DG,LP,Y,Y,United States
F,3E64F2,ASH 26E,D-KDKS,LP,Y,Y,Germany
I,A34580,Motor glider,N31LP,LP,Y,Y,United States
F,DDDC9E,LAK-17 B,ZS-GAJ,LP,Y,Y,South Africa
F,DD8500,ASK-21,D-6641,LP,Y,Y,Germany
F,DDD600,DG-808 B,D-KOCB,LP,N,Y,Germany
F,DD8F02,LS-1,D-0656,LP,N,Y,Germany
F,DDEE5F,LS-6 18,G-CLPB,LPB,Y,Y,United Kingdom
I,7C39D4,Glasflugel HpH 304 S Shark,VH-LPI,LPI,Y,Y,Australia
I,406E49,Astir,G-CITE,LPM,Y,Y,United Kingdom
F,3E7A9B,EB 29D,D-KLPZ,LPZ,Y,Y,Germany
F,DDE9CF,JS-1 Revelation,ZS-GCU,LR,Y,Y,South Africa
I,4847DF,ASW27,PH-1131,LR,Y,Y,Netherlands
I,4B4E94,JS-MD 3,HB-2541,LR,Y,Y,Switzerland
F,DDACBA,Discus,D-9396,LR,Y,Y,Germany
F,DD97C4,LS-4,D-XX88,LR,Y,Y,Germany
I,2FDB57,L-23,OK-4215,LR,Y,Y,Czech Republic
F,DDA9C4,ASW-27,PH-1131,LR,N,Y,Netherlands
F,DD4FF8,Junior,G-CLRD,LRD,Y,Y,United Kingdom
F,DD9A3F,Discus t,G-CLRJ,LRJ,Y,Y,United Kingdom
I,406FCA,Discus t,G-CLRJ,LRJ,Y,Y,United Kingdom
I,486325,Slingsby T.43 Skylark 3C,PH-249,LRK,Y,Y,Netherlands
F,407012,K21,G-CLRT,LRT,Y,Y,United Kingdom
I,4B1EDE,Motorplane,HB-LRY,LRY,Y,Y,Switzerland
I,3EF2DA,LS8-18,D-4675,LS,Y,Y,Germany
F,DDA410,ASW-20,OK-6744,LS,Y,Y,Czech Republic
F,E02B52,Ventus 2,D-3107,LS,Y,Y,Germany
F,D00D8A,Ventus 2 cM,OK-1605,LS,Y,Y,Czech Republic
F,DDDDBA,Discus bt,D-KSLS,LS,Y,Y,Germany
F,DDAF46,LS-1 f,OM-3128,LS,Y,Y,Slovakia
F,DDEC5F,Antares 23 E,D-KULS,LS,Y,Y,Germany
F,D0132E,ASH-26E,D-KIGP,LS,Y,Y,Germany
F,DDD5DB,Grob Astir CS-77,EC-NUE,LS,Y,Y,Spain
F,D00A4A,ASH-31 Mi,D-KMLS,LS,Y,Y,Germany
F,DD9221,LS3-17,TF-SLS,LS,Y,Y,Iceland
F,D0046B,LS6-18,D-1933,LS,Y,Y,Germany
I,3ED494,Antares 23 E,D-KVLS,LS,Y,Y,Germany
F,DD9C4D,LS-1,D-4406,LS,N,Y,Germany
F,D02A48,Ventus C,OK-1603,LS,Y,Y,Czech Republic
I,3E7CD0,ASH-31 Mi,D-KMLS,LS,Y,Y,Germany
I,3E7A2C,LS-10,D-KLLS,LS,Y,Y,Germany
F,DDDA40,LS-3,LS3,LS3,N,Y,Unknown
F,DDE1F2,LS-4,G-LSFR,LS4,Y,Y,United Kingdom
I,AAB6B7,LS-7,N79LS,LS7,N,Y,United States
F,DDDBB9,LS-7,G-CJLK,LS7,Y,Y,United Kingdom
F,DDF0B3,LS-8 18,OY-XXO,LS8,Y,Y,Denmark
I,C01EE3,G 103 Twin Astir Trainer FG,C-FLSC,LSC,Y,Y,Canada
I,505E65,F150M,OM-LSE,LSE,Y,Y,Slovakia
I,C81F4D,Tecnam,ZK-LSF,LSF,Y,Y,New Zealand
F,DD8287,Grob Twin Astir II,D-8087,LSG,N,Y,Germany
F,DDAC90,DG-500,G-CLSL,LSL,Y,Y,United Kingdom
F,DD8E56,PA-28,OM-LSP,LSP,Y,Y,Slovakia
F,DDAC89,Akaflieg Experimental,D-0000,LSV,N,Y,Germany
F,D0056B,Ground Station,LSZI,LSZI,Y,Y,Unknown
I,AB7EFD,ASW-24,N84RF,LT,N,Y,United States
I,3FEE16,Flight Design CTSW,D-MFLT,LT,Y,Y,Germany
I,3E5D21,Nimbus 3DT,D-KALT,LT,Y,Y,Germany
F,DD8D3F,DG100,D-3803,LT,Y,Y,Germany
F,D0072C,glider,VH-OKZ,LT,Y,Y,Australia
F,DD4EF9,Sinus Motorglider,F-JXLT,LT,Y,Y,France
I,DF1636,LS4,D-3478,LT,Y,Y,Germany
F,DDAC7C,Grob Twin Astir II,D-3567,LT,N,Y,Germany
F,DDEA4B,LS-8,D-3547,LT,Y,Y,Germany
F,DDFD5E,Ventus 2cxM,D-KTLT,LT,N,Y,Germany
I,3D137D,DG-505,D-4961,LT,Y,Y,Germany
F,DDBAD8,Duo Discus xt,D-KELT,LT,N,Y,Germany
I,3ED495,Antares 20E,D-KVLT,LT,Y,Y,Germany
F,DD9E17,Duo Discus,F-CKJN,LT,Y,Y,France
F,DD8607,Std Libelle WL,D-2433,LT,Y,Y,Germany
I,DF0E34,ASW-15B,D-0987,LT2,Y,Y,Germany
F,DDD9E4,ASW-19,G-CLTL,LTL,Y,Y,United Kingdom
F,D01944,LS3a,G-CLTP,LTP,Y,Y,United Kingdom
F,DF09F1,Arcus T,G-CLTS,LTS,Y,Y,United Kingdom
I,C063B7,Astir CS 77,C-GLTU,LTU,Y,Y,Canada
I,C01F13,ASK-21,C-FLTY,LTY,N,Y,Canada
F,4072D8,HpH Glasfluegel 304eS,G-DLTY,LTY,Y,Y,United Kingdom
I,C8148F,Cresco,ZK-LTZ,LTZ,Y,Y,New Zealand
F,DD9907,ASW-24,D-KKSA,LU,N,Y,Germany
I,4AD730,HpH 304C,SE-UYP,LU,Y,Y,Sweden
F,5A5746,L-13,OK-4832,LU,Y,Y,Czech Republic
F,DD515B,Ultralight Glider,SP-,LU1,Y,Y,Poland
F,DD511F,Ultralight Glider,SP-,LU2,Y,Y,Poland
F,DD512F,Ultralight Glider,SP-,LU3,Y,Y,Poland
I,DD8C0D,Ultralight Glider,SP-,LU4,Y,Y,Poland
F,11178E,Glider,F-CUDO,LUDO,Y,Y,France
I,4073D9,LAK 17B FES Mini,G-CLUJ,LUJ,Y,Y,United Kingdom
O,63E7AC,X-WING,X-WING,LUK,Y,Y,Unknown
I,407475,ASK-23,G-CLUV,LUV,Y,Y,United Kingdom
I,3E5D77,DG505M,D-KAPB,LV,Y,Y,Germany
F,DF1264,Mini Nimbus,HA-1513,LV,Y,Y,Hungary
F,3F3A5A,L-13,OK-3800,LV,Y,Y,Czech Republic
F,DDEB8A,Ventus 2cxM,D-KGBL,LV,Y,Y,Germany
F,DDA57A,ASW 19B,D-5965,LV,Y,Y,Germany
F,DF26D6,ASW20C,C-FAAR,LV,Y,Y,Canada
F,DF0B6B,LS-8,GLV,LV,N,Y,United Kingdom
F,DDD522,MS893,LV,LV,Y,Y,Argentina
F,DDA6AA,ASK-21,D-8191,LV,Y,Y,Germany
I,44B596,SF-25c,OO-MLV,LV,Y,Y,Belgium
I,3D3D4F,SD4,D-EVLV,LV,Y,Y,Germany
F,DDDBF1,LS4,D-0526,LV,Y,Y,Germany
I,3FFC9E,Bristell,D-MLVA,LVA,Y,Y,Germany
F,DD85FE,PA-25,OO-LVI,LVI,N,Y,Belgium
F,D02810,ASW28,D-7973,LVN,Y,Y,Germany
I,4075BC,SZD-54-2 Perkoz,G-CLVO,LVO,Y,Y,United Kingdom
F,DDE200,Glider Jantar 2B,G-CVLP,LVP,Y,Y,United Kingdom
F,4075D8,HPH 304 Shark ES,G-CLVS,LVS,Y,Y,United Kingdom
F,DDBBC3,K21,G-CLVU,LVU,Y,Y,United Kingdom
F,DDB77B,Ultralight Glider,VH-GLW,LW,Y,Y,Australia
F,DD527D,LS-3,PH-649,LW,Y,Y,Netherlands
F,DDB0FA,DG-600,D-LBLW,LW,Y,Y,Germany
F,DD9110,Ventus cM,D-KLLW,LW,Y,Y,Germany
F,DDAF0E,Ventus cM,D-KLLW,LW,Y,Y,Germany
F,D0091E,"SZD-54 ""Perkoz""",G-CLWC,LWC,Y,Y,United Kingdom
F,DDAD33,Ventus 2CXa,D-9663,LX,N,Y,Germany
F,DDB605,SZD 41 Jantar Std,D-5531,LX,N,Y,Germany
F,DDDBF4,LibelleStd.,D-9213,LX,N,Y,Germany
F,DDEBBE,Ventus 2cxa,D-9663,LX,Y,Y,Germany
F,DDECDD,LS-1 f,D-8982,LX,N,Y,Germany
F,DD9478,SZD-24 Foka,D-3639,LX,Y,Y,Germany
F,DDEF8B,ASW20FL,F-CFLX,LX,Y,Y,France
I,3840BB,Ventus 2,F-CGLX,LX,Y,Y,France
F,DDE38F,Mosquito,S53099,LXN,Y,Y,Unknown
I,407917,Ventus 3TS,G-CLXN,LXN,Y,Y,United Kingdom
F,D00F7C,Ventus 3TS,G-CLXN,LXN,Y,Y,United Kingdom
F,DDEEF8,LXNAV,LX-NAV,LXNAV,N,Y,Luxembourg
F,DDAB4F,SZD 48-3 Jantar Standard 3,LY-GHH,LY,Y,Y,Lithuania
I,A885FA,Std. Cirrus,N6485,LY,N,Y,United States
F,DDEA85,LS-8a,D-8443,LY,N,Y,Germany
I,4052CE,ASW-20,G-EFLY,LY,Y,Y,United Kingdom
F,DD8553,Std. Cirrus,OK-9458,LY,Y,Y,Czech Republic
F,DDEA1C,ASH-25 MI,D-KBLY,LY,N,Y,Germany
F,DF0FD5,ASG-29E,D-KILY,LY,Y,Y,Germany
I,407DDE,Eurofox,G-CMLY,LY,Y,Y,United Kingdom
F,DD9F72,SZD 41 Jantar Std,D-1699,LY,N,Y,Germany
F,DDD5AC,PA-28,G-BPAF,LY1,N,Y,United Kingdom
F,DDD5AD,PA-28,G-EDGI,LY2,N,Y,United Kingdom
F,DDDD8A,LS4,G-CLYE,LYE,Y,Y,United Kingdom
F,A5DB80,Discus CS,N477EA,LZ,Y,Y,United States
F,DDD383,DG-300,D-5725,LZ,N,Y,Germany
F,D009D6,ASW 27B,G-CHZO,LZ,Y,Y,United Kingdom
I,3EF44F,Discus 2c,D-5048,LZ,Y,Y,Germany
F,DDEE1E,Taurus,F-JALZ,LZ,N,Y,France
F,AA841A,Discus CS,N777LZ,LZ,Y,Y,United States
F,DDED68,ASH31MI,D-KPLZ,LZ,Y,Y,Germany
F,DDE31C,ASW-27,G-CHZO,LZ,N,Y,United Kingdom
F,DDE484,K21,G-CLZB,LZB,Y,Y,United Kingdom
I,407B38,Perkoz,G-CLZS,LZS,Y,Y,United Kingdom
F,D00DDD,HPH 304MS Shark,D-KMIKE,M,Y,Y,Germany
F,DF0FF3,SZD56-2 Diana2,VH-T2B,M,Y,Y,Australia
F,405D7E,Libelle,G-CKCM,M,Y,Y,United Kingdom
F,DDEEAD,Arcus M,D-KAWM,M,Y,Y,Germany
F,DD997F,Ventus 2,F-CLUB,M,N,Y,France
F,DDB18C,ASW-15 B,D-8349,M,Y,Y,Germany
F,DDA687,Ventus cM,D-KKDV,M,N,Y,Germany
F,D003DA,DG808 C,D-KRCB,M,Y,Y,Germany
I,3EFD5D,LS6,D-7366,M,Y,Y,Germany
F,DF0ED7,DuoDiscus,D-0039,M1,N,Y,Germany
F,DD9466,Duo Discus,D-3123,M1,Y,Y,Germany
F,DDAF13,LibelleStd.,D-0020,M1,N,Y,Germany
F,DDAEFC,Mini Nimbus,D-4984,M1,Y,Y,Germany
F,D01520,LS4-neo,OY-MXS,M1,Y,Y,Denmark
F,DDA489,ASK 21,D-0518,M1,Y,Y,Germany
F,B606BC,Cirrus Std,S5-3041,M1,Y,Y,Unknown
F,3E7794,Ventus2cxM,D-KKME,M1,Y,Y,Germany
F,D0291A,JS3 RES,PL-4433,M1,Y,Y,North Korea
I,4AD5CD,LS4,SE-UNM,M1,Y,Y,Sweden
I,A5F3C6,Ventus 2bx,N483AH,M1,Y,Y,United States
F,DD8295,Duo Discus,PH-1213,M1,N,Y,Netherlands
I,AC67D7,ASK-21,N899MA,M1,Y,Y,United States
F,D02ACD,LS4,G-DETY,M1,Y,Y,United Kingdom
I,C07AA0,ASG-29,C-GULJ,M1,Y,Y,Canada
I,4849C5,Duo Discus X,PH-1213,M1,Y,Y,Netherlands
I,484C49,ASK-21,PH-1311,M11,Y,Y,Netherlands
F,DD8957,ASK-21,PH-1311,M11,N,Y,Netherlands
F,DD8732,Std. Cirrus,G-RAHA,M11,Y,Y,United Kingdom
F,4055DA,ASW 20 BL,G-CFKL,M11,Y,Y,United Kingdom
I,48630D,LS4,PH-1312,M12,Y,Y,Netherlands
F,DDFA2E,MOSQUITO,F-CELT,M14,Y,Y,France
F,DDAC50,DG800B,D-KEEN,M2,Y,Y,Germany
F,DDAD1C,Speed Astir IIb,OK-8717,M2,Y,Y,Czech Republic
F,DDFD6D,DG-300,D-4912,M2,Y,Y,Germany
F,0D1432,ASW-20,D-1432,M2,Y,Y,Germany
F,DD957D,LS4,OE-5318,M2,N,Y,Austria
F,DD9E4A,ASK-21,D-7321,M2,Y,Y,Germany
I,4849C8,ASG-29,PH-1399,M2,Y,Y,Netherlands
F,DDD233,ASW-24,D-8081,M2,Y,Y,Germany
I,3E7C42,Ventus 2cxT,D-KMGG,M2,Y,Y,Germany
F,3EC259,Arcus M,D-KOOF,M2,Y,Y,Germany
F,DD83A7,ASG-29,PH-1399,M2,N,Y,Netherlands
F,DDF083,ASW 24,OK-6231,M2,Y,Y,Czech Republic
F,3EF29E,Bergfalke ll/55,D-4615,M2100,Y,Y,Germany
F,DDC0E3,ASH-25,G-DRCS,M25,N,Y,United Kingdom
F,DF0998,Ventus 2cM,C-GFJY,M3,N,Y,Canada
F,DDBC88,Discus,D-4240,M3,Y,Y,Germany
F,DDB13D,Grob Twin Astir II,D-8762,M3,N,Y,Germany
F,0D6511,LS-4,D-6511,M3,Y,Y,Germany
F,DD9414,Ventus 2,OE-5654,M3,N,Y,Austria
I,406026,Ventus 2cxT,G-CKTB,M3,Y,Y,United Kingdom
F,DD838A,Duo Discus t,PH-1300,M3,N,Y,Netherlands
I,3E76CC,Ventus cM,D-KKEM,M3,Y,Y,Germany
F,DD8562,Ventus cM,D-KKEM,M3,Y,Y,Germany
I,485197,Duo Discus XLT,PH-1551,M3,Y,Y,Netherlands
F,D0283C,ASW-19B,HA-7327,M4,Y,Y,Hungary
F,DD83CD,ASK-23,PH-774,M4,N,Y,Netherlands
F,DF0A31,Jantar Std. 3,D-7746,M4,Y,Y,Germany
F,DD93D6,Ventus 2b,D-5908,M4,N,Y,Germany
I,F78723,ASW-19,OE-5158,M4,N,Y,Austria
I,485F97,ASK-23,PH-1684,M4,Y,Y,Netherlands
F,D02655,ASK-23,OY-XVB,M4,Y,Y,Denmark
F,D0287E,Discus B WL,HA-4050,M5,Y,Y,Hungary
F,DD4F19,ASW-24,G-CFNG,M5,Y,Y,United Kingdom
F,DDD214,LS-4,D-9015,M5,N,Y,Germany
I,4849C6,ASK-23,PH-1280,M5,Y,Y,Netherlands
F,DD9C3F,Ventus,D-3152,M5,Y,Y,Germany
F,DDA697,LS-4 WL,D-5119,M5,Y,Y,Germany
F,DD8298,ASK-23,PH-1280,M5,N,Y,Netherlands
F,DDA46F,LS-4,D-3708,M5,N,Y,Germany
F,DDEBA4,LS-4,D-8095,M6,Y,Y,Germany
F,DD9B5A,Grob Jeans Astir,D-7581,M6,Y,Y,Germany
F,DDA7BF,LS-4,D-8095,M6,N,Y,Germany
F,D01511,Astir CS,OY-XGY,M6,Y,Y,Denmark
I,48557E,ASW-27,PH-1591,M6,Y,Y,Netherlands
F,3EFA61,Ka6 CR,D-6602,M6,Y,Y,Germany
I,3F004A,ASW-27,D-8115,M6,Y,Y,Germany
I,404177,DG-808 B,G-MSIX,M6,Y,Y,United Kingdom
F,DDB0E9,ASK-21,D-6179,M6,N,Y,Germany
F,DD82B0,LS-6,PH-1020,M6,N,Y,Netherlands
F,D0261D,Mistral C,D-0361,M61,Y,Y,Germany
I,C05FDB,ASW-24,C-GKHU,M7,Y,Y,Canada
F,DDA6FF,Glasflugel 201B Standard Libelle,D-8636,M7,Y,Y,Germany
I,4054F8,Centrair Pegase 101a,G-DETM,M7,Y,Y,United Kingdom
I,4849C7,LS-8,PH-1348,M7,Y,Y,Netherlands
F,DD83C8,LS-8,PH-1348,M7,N,Y,Netherlands
I,4849C4,LS-8,PH-1074,M8,Y,Y,Netherlands
F,404EA7,LS8-18st,G-CKME,M8,Y,Y,United Kingdom
F,DD83CF,LS-8,PH-1074,M8,N,Y,Netherlands
F,DDE65B,ASW-19,G-CJUZ,M80,Y,Y,United Kingdom
I,4B5201,Duo Discus,HB-3418,M9,Y,Y,Switzerland
F,DD89F2,ASK-21,PH-1250,M9,N,Y,Netherlands
F,D0010D,DG-101G,S5-3039,M9,Y,Y,Unknown
I,485E5D,ASK-21B,PH-1635,M9,Y,Y,Netherlands
F,48475B,LS4,OM-7777,MA,Y,Y,Slovakia
F,D02C14,ASW-15b,OK-8646,MA,Y,Y,Czech Republic
F,DD9DA7,LS4 B,D-4189,MA,Y,Y,Germany
F,DDABFC,Ventus t,D-KIMA,MA,N,Y,Germany
F,DDDFA2,DG-300,SP-3963,MA,Y,Y,Poland
F,DDFDD4,ASH-26 E,OY-KVX,MA,N,Y,Denmark
F,3E7248,Ventus bT,D-KIMA,MA,Y,Y,Germany
I,47B7AE,JS3 RES,LN-GMA,MA,Y,Y,Norway
